"submission_date","created_at","date_diff"
"08/07/2021","08/09/2021 12:00:00 AM",-2
"03/09/2020","03/11/2020 12:00:00 AM",-2
"03/23/2020","03/25/2020 12:00:00 AM",-2
"04/06/2020","04/08/2020 12:00:00 AM",-2
"12/12/2021","12/14/2021 12:00:00 AM",-2
"08/28/2020","08/30/2020 12:00:00 AM",-2
"11/25/2020","11/27/2020 12:00:00 AM",-2
"01/23/2021","01/25/2021 12:00:00 AM",-2
"08/22/2020","08/24/2020 12:00:00 AM",-2
"12/03/2020","12/05/2020 12:00:00 AM",-2
"08/04/2021","08/06/2021 12:00:00 AM",-2
"01/03/2021","01/05/2021 12:00:00 AM",-2
"08/14/2021","08/16/2021 12:00:00 AM",-2
"09/16/2021","09/18/2021 12:00:00 AM",-2
"09/01/2021","09/03/2021 12:00:00 AM",-2
"10/04/2020","10/06/2020 12:00:00 AM",-2
"11/29/2020","12/01/2020 12:00:00 AM",-2
"02/12/2021","02/14/2021 12:00:00 AM",-2
"11/12/2020","11/14/2020 12:00:00 AM",-2
"09/25/2020","09/27/2020 12:00:00 AM",-2
"02/22/2022","02/24/2022 12:00:00 AM",-2
"09/13/2020","09/15/2020 12:00:00 AM",-2
"06/04/2021","06/06/2021 12:00:00 AM",-2
"07/10/2021","07/12/2021 12:00:00 AM",-2
"02/07/2020","02/09/2020 12:00:00 AM",-2
"09/28/2021","09/30/2021 12:00:00 AM",-2
"09/14/2020","09/16/2020 12:00:00 AM",-2
"08/16/2021","08/18/2021 12:00:00 AM",-2
"04/05/2020","04/07/2020 12:00:00 AM",-2
"07/02/2021","07/04/2021 12:00:00 AM",-2
"06/13/2020","06/15/2020 12:00:00 AM",-2
"05/13/2021","05/15/2021 12:00:00 AM",-2
"09/09/2020","09/11/2020 12:00:00 AM",-2
"04/04/2021","04/06/2021 12:00:00 AM",-2
"03/19/2020","03/21/2020 12:00:00 AM",-2
"06/29/2021","07/01/2021 12:00:00 AM",-2
"03/10/2020","03/12/2020 12:00:00 AM",-2
"09/02/2020","09/04/2020 12:00:00 AM",-2
"08/09/2021","08/11/2021 12:00:00 AM",-2
"06/15/2021","06/17/2021 12:00:00 AM",-2
"10/30/2020","11/01/2020 12:00:00 AM",-2
"08/20/2020","08/22/2020 12:00:00 AM",-2
"04/03/2020","04/05/2020 12:00:00 AM",-2
"04/29/2020","05/01/2020 12:00:00 AM",-2
"07/27/2020","07/29/2020 12:00:00 AM",-2
"09/12/2020","09/14/2020 12:00:00 AM",-2
"07/09/2020","07/11/2020 12:00:00 AM",-2
"01/01/2021","01/03/2021 12:00:00 AM",-2
"03/30/2021","04/01/2021 12:00:00 AM",-2
"03/06/2021","03/08/2021 12:00:00 AM",-2
"04/05/2021","04/07/2021 12:00:00 AM",-2
"02/27/2021","03/01/2021 12:00:00 AM",-2
"08/03/2020","08/05/2020 12:00:00 AM",-2
"11/27/2020","11/29/2020 12:00:00 AM",-2
"10/11/2020","10/13/2020 12:00:00 AM",-2
"12/08/2021","12/10/2021 12:00:00 AM",-2
"03/22/2020","03/24/2020 12:00:00 AM",-2
"10/06/2020","10/08/2020 12:00:00 AM",-2
"05/17/2021","05/19/2021 12:00:00 AM",-2
"01/29/2022","01/31/2022 03:12:12 PM",-2
"02/06/2021","02/08/2021 12:00:00 AM",-2
"02/13/2022","02/15/2022 12:00:00 AM",-2
"12/22/2021","12/24/2021 12:00:00 AM",-2
"01/01/2021","01/03/2021 12:00:00 AM",-2
"05/28/2020","05/30/2020 12:00:00 AM",-2
"09/25/2021","09/27/2021 12:00:00 AM",-2
"05/29/2021","05/31/2021 12:00:00 AM",-2
"12/08/2021","12/10/2021 12:00:00 AM",-2
"03/24/2020","03/26/2020 04:22:39 PM",-2
"06/26/2020","06/28/2020 12:00:00 AM",-2
"06/15/2020","06/17/2020 12:00:00 AM",-2
"04/02/2020","04/04/2020 12:00:00 AM",-2
"02/19/2022","02/21/2022 12:00:00 AM",-2
"05/06/2020","05/08/2020 12:00:00 AM",-2
"10/27/2020","10/29/2020 12:00:00 AM",-2
"03/14/2021","03/16/2021 12:00:00 AM",-2
"06/03/2020","06/05/2020 12:00:00 AM",-2
"04/13/2021","04/15/2021 12:00:00 AM",-2
"10/22/2020","10/24/2020 12:00:00 AM",-2
"05/12/2020","05/14/2020 12:00:00 AM",-2
"01/31/2022","02/02/2022 12:00:00 AM",-2
"04/22/2020","04/24/2020 12:00:00 AM",-2
"04/13/2021","04/15/2021 12:00:00 AM",-2
"06/20/2021","06/22/2021 12:00:00 AM",-2
"01/05/2021","01/07/2021 12:00:00 AM",-2
"06/24/2020","06/26/2020 12:00:00 AM",-2
"12/20/2021","12/22/2021 12:00:00 AM",-2
"10/13/2021","10/15/2021 12:00:00 AM",-2
"06/21/2020","06/23/2020 12:00:00 AM",-2
"12/11/2021","12/13/2021 01:44:32 PM",-2
"04/04/2020","04/06/2020 12:00:00 AM",-2
"06/15/2021","06/17/2021 12:00:00 AM",-2
"06/08/2021","06/10/2021 12:00:00 AM",-2
"07/29/2020","07/31/2020 12:00:00 AM",-2
"11/22/2020","11/24/2020 12:00:00 AM",-2
"05/26/2021","05/28/2021 12:00:00 AM",-2
"11/06/2021","11/08/2021 12:00:00 AM",-2
"03/01/2021","03/03/2021 12:00:00 AM",-2
"08/12/2020","08/14/2020 12:00:00 AM",-2
"03/02/2021","03/04/2021 12:00:00 AM",-2
"11/02/2020","11/04/2020 12:00:00 AM",-2
"09/10/2020","09/12/2020 12:00:00 AM",-2
"03/30/2021","04/01/2021 12:00:00 AM",-2
"02/05/2022","02/07/2022 12:00:00 AM",-2
"08/26/2020","08/28/2020 12:00:00 AM",-2
"09/30/2020","10/02/2020 12:00:00 AM",-2
"12/25/2021","12/27/2021 02:16:24 PM",-2
"05/05/2021","05/07/2021 12:00:00 AM",-2
"06/29/2020","07/01/2020 12:00:00 AM",-2
"02/05/2022","02/07/2022 02:07:42 PM",-2
"08/04/2021","08/06/2021 12:00:00 AM",-2
"06/30/2020","07/02/2020 12:00:00 AM",-2
"11/15/2020","11/17/2020 12:00:00 AM",-2
"01/29/2022","01/31/2022 03:12:12 PM",-2
"02/17/2021","02/19/2021 12:00:00 AM",-2
"03/10/2021","03/12/2021 12:00:00 AM",-2
"09/23/2020","09/25/2020 12:00:00 AM",-2
"02/10/2022","02/12/2022 12:00:00 AM",-2
"08/02/2020","08/04/2020 12:00:00 AM",-2
"10/22/2021","10/24/2021 12:00:00 AM",-2
"10/24/2020","10/26/2020 12:00:00 AM",-2
"10/28/2020","10/30/2020 12:00:00 AM",-2
"07/29/2020","07/31/2020 12:00:00 AM",-2
"03/28/2021","03/30/2021 12:00:00 AM",-2
"01/10/2021","01/12/2021 12:00:00 AM",-2
"05/25/2020","05/27/2020 12:00:00 AM",-2
"10/03/2020","10/05/2020 12:00:00 AM",-2
"02/28/2021","03/02/2021 12:00:00 AM",-2
"11/20/2021","11/22/2021 01:59:30 PM",-2
"08/20/2021","08/22/2021 12:00:00 AM",-2
"07/16/2021","07/18/2021 12:00:00 AM",-2
"01/18/2022","01/20/2022 12:00:00 AM",-2
"09/09/2021","09/11/2021 12:00:00 AM",-2
"05/09/2020","05/11/2020 12:00:00 AM",-2
"07/20/2020","07/22/2020 12:00:00 AM",-2
"11/23/2020","11/25/2020 12:00:00 AM",-2
"09/25/2020","09/27/2020 12:00:00 AM",-2
"03/03/2021","03/05/2021 12:00:00 AM",-2
"08/05/2020","08/07/2020 12:00:00 AM",-2
"09/26/2021","09/28/2021 12:00:00 AM",-2
"06/28/2020","06/30/2020 12:00:00 AM",-2
"09/09/2021","09/11/2021 12:00:00 AM",-2
"12/13/2020","12/15/2020 12:00:00 AM",-2
"12/08/2020","12/10/2020 12:00:00 AM",-2
"11/10/2021","11/12/2021 12:00:00 AM",-2
"06/23/2020","06/25/2020 12:00:00 AM",-2
"12/13/2020","12/15/2020 12:00:00 AM",-2
"07/02/2020","07/04/2020 12:00:00 AM",-2
"04/29/2020","05/01/2020 12:00:00 AM",-2
"04/05/2020","04/07/2020 12:00:00 AM",-2
"02/27/2020","02/29/2020 12:00:00 AM",-2
"01/23/2020","01/25/2020 12:00:00 AM",-2
"03/08/2021","03/10/2021 12:00:00 AM",-2
"09/17/2021","09/19/2021 12:00:00 AM",-2
"02/09/2022","02/11/2022 12:00:00 AM",-2
"06/25/2020","06/27/2020 12:00:00 AM",-2
"07/17/2021","07/19/2021 01:20:07 PM",-2
"12/10/2020","12/12/2020 12:00:00 AM",-2
"06/16/2020","06/18/2020 12:00:00 AM",-2
"09/26/2020","09/28/2020 12:00:00 AM",-2
"04/20/2020","04/22/2020 12:00:00 AM",-2
"03/11/2020","03/13/2020 12:00:00 AM",-2
"05/09/2021","05/11/2021 12:00:00 AM",-2
"10/02/2020","10/04/2020 12:00:00 AM",-2
"08/09/2020","08/11/2020 12:00:00 AM",-2
"07/04/2021","07/06/2021 12:00:00 AM",-2
"03/31/2021","04/02/2021 12:00:00 AM",-2
"11/11/2020","11/13/2020 12:00:00 AM",-2
"07/18/2021","07/20/2021 12:00:00 AM",-2
"03/26/2021","03/28/2021 12:00:00 AM",-2
"07/06/2020","07/08/2020 12:00:00 AM",-2
"01/31/2021","02/02/2021 12:00:00 AM",-2
"09/25/2021","09/27/2021 01:21:43 PM",-2
"08/30/2020","09/01/2020 12:00:00 AM",-2
"04/01/2021","04/03/2021 12:00:00 AM",-2
"04/20/2021","04/22/2021 12:00:00 AM",-2
"07/28/2020","07/30/2020 12:00:00 AM",-2
"09/21/2020","09/23/2020 12:00:00 AM",-2
"07/28/2020","07/30/2020 12:00:00 AM",-2
"08/28/2020","08/30/2020 12:00:00 AM",-2
"12/18/2021","12/20/2021 12:00:00 AM",-2
"01/16/2021","01/18/2021 12:00:00 AM",-2
"10/20/2021","10/22/2021 12:00:00 AM",-2
"12/26/2021","12/28/2021 12:00:00 AM",-2
"10/09/2021","10/11/2021 01:19:41 PM",-2
"01/11/2021","01/13/2021 12:00:00 AM",-2
"05/15/2021","05/17/2021 12:00:00 AM",-2
"12/13/2021","12/15/2021 12:00:00 AM",-2
"12/23/2020","12/25/2020 12:00:00 AM",-2
"03/21/2021","03/23/2021 12:00:00 AM",-2
"03/31/2020","04/02/2020 12:00:00 AM",-2
"09/29/2020","10/01/2020 12:00:00 AM",-2
"06/05/2021","06/07/2021 12:00:00 AM",-2
"03/25/2020","03/27/2020 12:00:00 AM",-2
"06/01/2021","06/03/2021 12:00:00 AM",-2
"10/22/2020","10/24/2020 12:00:00 AM",-2
"06/12/2021","06/14/2021 12:00:00 AM",-2
"04/11/2021","04/13/2021 12:00:00 AM",-2
"10/18/2020","10/20/2020 12:00:00 AM",-2
"12/31/2020","01/02/2021 12:00:00 AM",-2
"06/24/2021","06/26/2021 12:00:00 AM",-2
"04/11/2020","04/13/2020 12:00:00 AM",-2
"02/03/2021","02/05/2021 12:00:00 AM",-2
"04/27/2021","04/29/2021 12:00:00 AM",-2
"05/19/2021","05/21/2021 12:00:00 AM",-2
"08/03/2020","08/05/2020 12:00:00 AM",-2
"07/10/2021","07/12/2021 01:16:46 PM",-2
"09/19/2020","09/21/2020 12:00:00 AM",-2
"11/05/2020","11/07/2020 12:00:00 AM",-2
"11/18/2020","11/20/2020 12:00:00 AM",-2
"01/02/2022","01/04/2022 12:00:00 AM",-2
"02/19/2021","02/21/2021 12:00:00 AM",-2
"03/05/2022","03/07/2022 01:47:14 PM",-2
"09/30/2021","10/02/2021 12:00:00 AM",-2
"05/13/2020","05/15/2020 12:00:00 AM",-2
"07/26/2020","07/28/2020 12:00:00 AM",-2
"02/15/2020","02/17/2020 12:00:00 AM",-2
"07/21/2020","07/23/2020 12:00:00 AM",-2
"03/24/2021","03/26/2021 12:00:00 AM",-2
"02/25/2022","02/27/2022 12:00:00 AM",-2
"02/09/2021","02/11/2021 12:00:00 AM",-2
"02/07/2022","02/09/2022 12:00:00 AM",-2
"06/01/2021","06/03/2021 12:00:00 AM",-2
"12/30/2020","01/01/2021 12:00:00 AM",-2
"03/26/2021","03/28/2021 12:00:00 AM",-2
"11/15/2020","11/17/2020 12:00:00 AM",-2
"07/24/2021","07/26/2021 12:00:00 AM",-2
"07/15/2021","07/17/2021 12:00:00 AM",-2
"12/11/2021","12/13/2021 01:44:32 PM",-2
"03/05/2022","03/07/2022 01:47:14 PM",-2
"06/16/2021","06/18/2021 12:00:00 AM",-2
"05/28/2020","05/30/2020 12:00:00 AM",-2
"06/28/2021","06/30/2021 12:00:00 AM",-2
"01/13/2021","01/15/2021 12:00:00 AM",-2
"05/14/2020","05/16/2020 12:00:00 AM",-2
"02/19/2021","02/21/2021 12:00:00 AM",-2
"05/21/2020","05/23/2020 12:00:00 AM",-2
"03/24/2020","03/26/2020 04:22:39 PM",-2
"06/04/2021","06/06/2021 12:00:00 AM",-2
"11/17/2020","11/19/2020 12:00:00 AM",-2
"03/14/2020","03/16/2020 12:00:00 AM",-2
"07/26/2021","07/28/2021 12:00:00 AM",-2
"08/31/2021","09/02/2021 12:00:00 AM",-2
"04/19/2021","04/21/2021 12:00:00 AM",-2
"01/19/2021","01/21/2021 12:00:00 AM",-2
"11/05/2020","11/07/2020 12:00:00 AM",-2
"09/27/2020","09/29/2020 12:00:00 AM",-2
"04/04/2020","04/06/2020 12:00:00 AM",-2
"03/04/2020","03/06/2020 12:00:00 AM",-2
"09/14/2021","09/16/2021 12:00:00 AM",-2
"09/30/2020","10/02/2020 12:00:00 AM",-2
"02/13/2021","02/15/2021 12:00:00 AM",-2
"06/15/2021","06/17/2021 12:00:00 AM",-2
"04/07/2021","04/09/2021 12:00:00 AM",-2
"04/12/2021","04/14/2021 12:00:00 AM",-2
"07/08/2020","07/10/2020 12:00:00 AM",-2
"09/02/2020","09/04/2020 12:00:00 AM",-2
"06/18/2020","06/20/2020 12:00:00 AM",-2
"01/07/2021","01/09/2021 12:00:00 AM",-2
"07/26/2020","07/28/2020 12:00:00 AM",-2
"06/09/2020","06/11/2020 12:00:00 AM",-2
"04/06/2020","04/08/2020 12:00:00 AM",-2
"08/21/2021","08/23/2021 12:00:00 AM",-2
"07/18/2021","07/20/2021 12:00:00 AM",-2
"11/20/2021","11/22/2021 01:59:30 PM",-2
"02/19/2022","02/21/2022 08:09:45 PM",-2
"02/26/2022","02/28/2022 12:00:00 AM",-2
"10/26/2021","10/28/2021 12:00:00 AM",-2
"11/15/2020","11/17/2020 12:00:00 AM",-2
"08/28/2020","08/30/2020 12:00:00 AM",-2
"02/01/2021","02/03/2021 12:00:00 AM",-2
"01/05/2021","01/07/2021 12:00:00 AM",-2
"01/26/2020","01/28/2020 12:00:00 AM",-2
"09/05/2020","09/07/2020 12:00:00 AM",-2
"02/06/2021","02/08/2021 12:00:00 AM",-2
"02/28/2021","03/02/2021 12:00:00 AM",-2
"12/17/2021","12/19/2021 12:00:00 AM",-2
"01/03/2021","01/05/2021 12:00:00 AM",-2
"09/20/2020","09/22/2020 12:00:00 AM",-2
"03/14/2020","03/16/2020 12:00:00 AM",-2
"05/23/2021","05/25/2021 12:00:00 AM",-2
"06/21/2021","06/23/2021 12:00:00 AM",-2
"10/11/2021","10/13/2021 12:00:00 AM",-2
"04/14/2020","04/16/2020 12:00:00 AM",-2
"11/15/2020","11/17/2020 12:00:00 AM",-2
"05/09/2020","05/11/2020 12:00:00 AM",-2
"08/28/2021","08/30/2021 12:49:04 PM",-2
"09/25/2021","09/27/2021 12:00:00 AM",-2
"05/24/2020","05/26/2020 12:00:00 AM",-2
"12/19/2021","12/21/2021 12:00:00 AM",-2
"02/11/2021","02/13/2021 12:00:00 AM",-2
"01/09/2021","01/11/2021 12:00:00 AM",-2
"12/01/2021","12/03/2021 12:00:00 AM",-2
"11/04/2020","11/06/2020 12:00:00 AM",-2
"12/03/2021","12/05/2021 12:00:00 AM",-2
"05/18/2020","05/20/2020 12:00:00 AM",-2
"12/30/2020","01/01/2021 12:00:00 AM",-2
"06/22/2020","06/24/2020 12:00:00 AM",-2
"07/13/2021","07/15/2021 12:00:00 AM",-2
"03/15/2020","03/17/2020 12:00:00 AM",-2
"03/22/2020","03/24/2020 12:00:00 AM",-2
"04/10/2020","04/12/2020 12:00:00 AM",-2
"11/27/2021","11/29/2021 12:00:00 AM",-2
"03/16/2020","03/18/2020 12:00:00 AM",-2
"01/20/2021","01/22/2021 12:00:00 AM",-2
"02/07/2021","02/09/2021 12:00:00 AM",-2
"10/30/2020","11/01/2020 12:00:00 AM",-2
"07/27/2020","07/29/2020 12:00:00 AM",-2
"11/27/2021","11/29/2021 01:20:44 PM",-2
"09/16/2020","09/18/2020 12:00:00 AM",-2
"03/23/2020","03/25/2020 12:00:00 AM",-2
"10/21/2021","10/23/2021 12:00:00 AM",-2
"07/07/2020","07/09/2020 12:00:00 AM",-2
"09/23/2020","09/25/2020 12:00:00 AM",-2
"05/16/2021","05/18/2021 12:00:00 AM",-2
"10/23/2021","10/25/2021 12:00:00 AM",-2
"12/25/2021","12/27/2021 02:16:24 PM",-2
"02/23/2020","02/25/2020 12:00:00 AM",-2
"05/08/2020","05/10/2020 12:00:00 AM",-2
"06/06/2020","06/08/2020 12:00:00 AM",-2
"09/11/2021","09/13/2021 12:52:39 PM",-2
"05/19/2020","05/21/2020 12:00:00 AM",-2
"08/12/2021","08/14/2021 12:00:00 AM",-2
"05/18/2020","05/20/2020 12:00:00 AM",-2
"11/25/2020","11/27/2020 12:00:00 AM",-2
"10/18/2020","10/20/2020 12:00:00 AM",-2
"01/03/2021","01/05/2021 12:00:00 AM",-2
"08/20/2020","08/22/2020 12:00:00 AM",-2
"09/02/2020","09/04/2020 12:00:00 AM",-2
"05/09/2020","05/11/2020 12:00:00 AM",-2
"05/16/2021","05/18/2021 12:00:00 AM",-2
"04/04/2020","04/06/2020 12:00:00 AM",-2
"09/04/2021","09/06/2021 01:20:57 PM",-2
"02/19/2022","02/21/2022 08:09:45 PM",-2
"08/23/2020","08/25/2020 12:00:00 AM",-2
"02/04/2022","02/06/2022 12:00:00 AM",-2
"01/05/2022","01/07/2022 12:00:00 AM",-2
"10/13/2020","10/15/2020 12:00:00 AM",-2
"07/10/2020","07/12/2020 12:00:00 AM",-2
"08/19/2020","08/21/2020 12:00:00 AM",-2
"05/02/2021","05/04/2021 12:00:00 AM",-2
"10/23/2021","10/25/2021 12:00:00 AM",-2
"07/16/2021","07/18/2021 12:00:00 AM",-2
"02/05/2022","02/07/2022 02:07:42 PM",-2
"09/15/2021","09/17/2021 12:00:00 AM",-2
"06/03/2020","06/05/2020 12:00:00 AM",-2
"10/31/2021","11/02/2021 12:00:00 AM",-2
"03/09/2020","03/11/2020 12:00:00 AM",-2
"08/05/2021","08/07/2021 12:00:00 AM",-2
"07/15/2021","07/17/2021 12:00:00 AM",-2
"08/20/2020","08/22/2020 12:00:00 AM",-2
"04/10/2020","04/12/2020 12:00:00 AM",-2
"02/10/2021","02/12/2021 12:00:00 AM",-2
"11/25/2020","11/27/2020 12:00:00 AM",-2
"11/03/2020","11/05/2020 12:00:00 AM",-2
"04/13/2021","04/15/2021 12:00:00 AM",-2
"07/31/2020","08/02/2020 12:00:00 AM",-2
"10/09/2020","10/11/2020 12:00:00 AM",-2
"02/15/2022","02/17/2022 12:00:00 AM",-2
"11/09/2021","11/11/2021 12:00:00 AM",-2
"03/19/2021","03/21/2021 12:00:00 AM",-2
"06/10/2020","06/12/2020 12:00:00 AM",-2
"07/06/2020","07/08/2020 12:00:00 AM",-2
"01/25/2021","01/27/2021 12:00:00 AM",-2
"05/29/2020","05/31/2020 12:00:00 AM",-2
"08/15/2021","08/17/2021 12:00:00 AM",-2
"10/16/2020","10/18/2020 12:00:00 AM",-2
"10/08/2021","10/10/2021 12:00:00 AM",-2
"05/17/2021","05/19/2021 12:00:00 AM",-2
"07/02/2021","07/04/2021 12:00:00 AM",-2
"06/13/2021","06/15/2021 12:00:00 AM",-2
"10/06/2021","10/08/2021 12:00:00 AM",-2
"10/21/2021","10/23/2021 12:00:00 AM",-2
"06/10/2021","06/12/2021 12:00:00 AM",-2
"02/24/2021","02/26/2021 12:00:00 AM",-2
"12/28/2020","12/30/2020 12:00:00 AM",-2
"02/17/2021","02/19/2021 12:00:00 AM",-2
"12/13/2020","12/15/2020 12:00:00 AM",-2
"03/30/2020","04/01/2020 12:00:00 AM",-2
"08/25/2020","08/27/2020 12:00:00 AM",-2
"07/16/2020","07/18/2020 12:00:00 AM",-2
"11/06/2021","11/08/2021 01:55:23 PM",-2
"04/14/2020","04/16/2020 12:00:00 AM",-2
"03/14/2021","03/16/2021 12:00:00 AM",-2
"09/26/2020","09/28/2020 12:00:00 AM",-2
"12/31/2020","01/02/2021 12:00:00 AM",-2
"03/11/2020","03/13/2020 12:00:00 AM",-2
"07/23/2020","07/25/2020 12:00:00 AM",-2
"05/02/2021","05/04/2021 12:00:00 AM",-2
"12/23/2020","12/25/2020 12:00:00 AM",-2
"02/08/2022","02/10/2022 12:00:00 AM",-2
"10/23/2021","10/25/2021 12:00:00 AM",-2
"07/24/2021","07/26/2021 12:00:00 AM",-2
"12/21/2021","12/23/2021 12:00:00 AM",-2
"01/11/2021","01/13/2021 12:00:00 AM",-2
"10/18/2020","10/20/2020 12:00:00 AM",-2
"12/06/2021","12/08/2021 12:00:00 AM",-2
"11/20/2021","11/22/2021 01:59:30 PM",-2
"07/14/2021","07/16/2021 12:00:00 AM",-2
"02/02/2020","02/04/2020 12:00:00 AM",-2
"03/30/2020","04/01/2020 12:00:00 AM",-2
"07/08/2020","07/10/2020 12:00:00 AM",-2
"05/26/2020","05/28/2020 12:00:00 AM",-2
"09/01/2021","09/03/2021 12:00:00 AM",-2
"04/08/2020","04/10/2020 12:00:00 AM",-2
"01/01/2021","01/03/2021 12:00:00 AM",-2
"02/06/2021","02/08/2021 12:00:00 AM",-2
"03/17/2021","03/19/2021 12:00:00 AM",-2
"04/15/2020","04/17/2020 12:00:00 AM",-2
"06/19/2020","06/21/2020 12:00:00 AM",-2
"09/14/2020","09/16/2020 12:00:00 AM",-2
"06/16/2021","06/18/2021 12:00:00 AM",-2
"01/05/2022","01/07/2022 12:00:00 AM",-2
"11/10/2020","11/12/2020 12:00:00 AM",-2
"01/11/2022","01/13/2022 12:00:00 AM",-2
"02/09/2022","02/11/2022 12:00:00 AM",-2
"07/09/2020","07/11/2020 12:00:00 AM",-2
"08/31/2021","09/02/2021 12:00:00 AM",-2
"03/09/2021","03/11/2021 12:00:00 AM",-2
"03/23/2021","03/25/2021 12:00:00 AM",-2
"07/11/2020","07/13/2020 12:00:00 AM",-2
"10/08/2021","10/10/2021 12:00:00 AM",-2
"02/23/2021","02/25/2021 12:00:00 AM",-2
"11/17/2020","11/19/2020 12:00:00 AM",-2
"06/27/2021","06/29/2021 12:00:00 AM",-2
"01/17/2022","01/19/2022 12:00:00 AM",-2
"12/25/2021","12/27/2021 12:00:00 AM",-2
"05/27/2020","05/29/2020 12:00:00 AM",-2
"12/22/2021","12/24/2021 12:00:00 AM",-2
"09/23/2020","09/25/2020 12:00:00 AM",-2
"03/19/2020","03/21/2020 12:00:00 AM",-2
"12/18/2021","12/20/2021 02:01:33 PM",-2
"09/16/2020","09/18/2020 12:00:00 AM",-2
"05/10/2020","05/12/2020 12:00:00 AM",-2
"10/27/2021","10/29/2021 12:00:00 AM",-2
"07/07/2021","07/09/2021 12:00:00 AM",-2
"06/02/2020","06/04/2020 12:00:00 AM",-2
"03/11/2020","03/13/2020 12:00:00 AM",-2
"01/11/2021","01/13/2021 12:00:00 AM",-2
"06/17/2020","06/19/2020 12:00:00 AM",-2
"01/17/2021","01/19/2021 12:00:00 AM",-2
"11/26/2021","11/28/2021 12:00:00 AM",-2
"04/07/2020","04/09/2020 12:00:00 AM",-2
"12/31/2020","01/02/2021 12:00:00 AM",-2
"02/18/2021","02/20/2021 12:00:00 AM",-2
"03/01/2021","03/03/2021 12:00:00 AM",-2
"07/15/2020","07/17/2020 12:00:00 AM",-2
"07/14/2021","07/16/2021 12:00:00 AM",-2
"06/13/2020","06/15/2020 12:00:00 AM",-2
"06/16/2020","06/18/2020 12:00:00 AM",-2
"01/04/2021","01/06/2021 12:00:00 AM",-2
"11/25/2020","11/27/2020 12:00:00 AM",-2
"06/16/2020","06/18/2020 12:00:00 AM",-2
"03/30/2021","04/01/2021 12:00:00 AM",-2
"12/18/2021","12/20/2021 02:01:33 PM",-2
"04/29/2020","05/01/2020 12:00:00 AM",-2
"09/06/2020","09/08/2020 12:00:00 AM",-2
"01/20/2021","01/22/2021 12:00:00 AM",-2
"10/06/2020","10/08/2020 12:00:00 AM",-2
"06/27/2021","06/29/2021 12:00:00 AM",-2
"08/19/2020","08/21/2020 12:00:00 AM",-2
"06/20/2020","06/22/2020 12:00:00 AM",-2
"03/13/2021","03/15/2021 12:00:00 AM",-2
"11/14/2021","11/16/2021 12:00:00 AM",-2
"06/23/2021","06/25/2021 12:00:00 AM",-2
"09/24/2020","09/26/2020 12:00:00 AM",-2
"09/19/2021","09/21/2021 12:00:00 AM",-2
"11/12/2020","11/14/2020 12:00:00 AM",-2
"12/17/2021","12/19/2021 12:00:00 AM",-2
"11/09/2020","11/11/2020 12:00:00 AM",-2
"04/08/2020","04/10/2020 12:00:00 AM",-2
"03/11/2021","03/13/2021 12:00:00 AM",-2
"07/28/2020","07/30/2020 12:00:00 AM",-2
"04/07/2020","04/09/2020 12:00:00 AM",-2
"08/31/2020","09/02/2020 12:00:00 AM",-2
"04/10/2020","04/12/2020 12:00:00 AM",-2
"01/21/2021","01/23/2021 12:00:00 AM",-2
"05/23/2020","05/25/2020 12:00:00 AM",-2
"11/17/2020","11/19/2020 12:00:00 AM",-2
"08/13/2021","08/15/2021 12:00:00 AM",-2
"09/14/2020","09/16/2020 12:00:00 AM",-2
"07/26/2020","07/28/2020 12:00:00 AM",-2
"03/02/2021","03/04/2021 12:00:00 AM",-2
"10/06/2020","10/08/2020 12:00:00 AM",-2
"03/05/2022","03/07/2022 01:47:14 PM",-2
"07/21/2020","07/23/2020 12:00:00 AM",-2
"02/03/2021","02/05/2021 12:00:00 AM",-2
"11/16/2021","11/18/2021 12:00:00 AM",-2
"12/19/2020","12/21/2020 12:00:00 AM",-2
"01/17/2021","01/19/2021 12:00:00 AM",-2
"05/11/2021","05/13/2021 12:00:00 AM",-2
"02/27/2021","03/01/2021 12:00:00 AM",-2
"03/27/2021","03/29/2021 12:00:00 AM",-2
"02/05/2021","02/07/2021 12:00:00 AM",-2
"06/30/2021","07/02/2021 12:00:00 AM",-2
"02/03/2021","02/05/2021 12:00:00 AM",-2
"01/26/2021","01/28/2021 12:00:00 AM",-2
"03/20/2021","03/22/2021 12:00:00 AM",-2
"02/26/2021","02/28/2021 12:00:00 AM",-2
"02/19/2022","02/21/2022 08:09:45 PM",-2
"07/03/2021","07/05/2021 12:00:00 AM",-2
"02/15/2021","02/17/2021 12:00:00 AM",-2
"08/21/2021","08/23/2021 12:48:27 PM",-2
"01/13/2022","01/15/2022 12:00:00 AM",-2
"07/06/2020","07/08/2020 12:00:00 AM",-2
"07/10/2020","07/12/2020 12:00:00 AM",-2
"01/22/2020","01/24/2020 12:00:00 AM",-2
"03/10/2020","03/12/2020 12:00:00 AM",-2
"02/09/2021","02/11/2021 12:00:00 AM",-2
"12/01/2021","12/03/2021 12:00:00 AM",-2
"03/01/2020","03/03/2020 12:00:00 AM",-2
"07/30/2021","08/01/2021 12:00:00 AM",-2
"04/21/2021","04/23/2021 12:00:00 AM",-2
"09/07/2020","09/09/2020 12:00:00 AM",-2
"11/16/2020","11/18/2020 12:00:00 AM",-2
"06/10/2020","06/12/2020 12:00:00 AM",-2
"08/02/2021","08/04/2021 12:00:00 AM",-2
