"name","year","quarter","growth","dervgrowth"
"Ruby",2022,1,-44349,-26921
"Ruby",2021,4,-17428,-2830
"Ruby",2021,3,-14598,-8770
"Ruby",2021,2,-5828,-11148
"Ruby",2021,1,5320,-2347
"Ruby",2020,4,7667,16886
"Ruby",2020,3,-9219,-11115
"Ruby",2020,2,1896,1895
"Ruby",2020,1,1,-14642
"Ruby",2019,4,14643,17450
"Ruby",2019,3,-2807,-1956
"Ruby",2019,2,-851,-3911
"Ruby",2019,1,3060,2017
"Ruby",2018,4,1043,5524
"Ruby",2018,3,-4481,13858
"Ruby",2018,2,-18339,-10030
"Ruby",2018,1,-8309,-3408
"Ruby",2017,4,-4901,5266
"Ruby",2017,3,-10167,-7668
"Ruby",2017,2,-2499,-12815
"Ruby",2017,1,10316,9278
"Ruby",2016,4,1038,10413
"Ruby",2016,3,-9375,19796
"Ruby",2016,2,-29171,-42022
"Ruby",2016,1,12851,-8169
"Ruby",2015,4,21020,13432
"Ruby",2015,3,7588,3374
"Ruby",2015,2,4214,-13492
"Ruby",2015,1,17706,10651
"Ruby",2014,4,7055,452
"Ruby",2014,3,6603,-738
"Ruby",2014,2,7341,-3113
"Ruby",2014,1,10454,4515
"Ruby",2013,4,5939,2391
"Ruby",2013,3,3548,98
"Ruby",2013,2,3450,-4467
"Ruby",2013,1,7917,3226
"Ruby",2012,4,4691,3863
"Ruby",2012,3,828,22163
"Ruby",2012,2,-21335,-56239
"Ruby",2012,1,34904,32489
"Ruby",2011,4,2415,0
"Ruby",2011,3,0,0
"PHP",2022,1,-37756,-28869
"PHP",2021,4,-8887,-4349
"PHP",2021,3,-4538,-456
"PHP",2021,2,-4082,2771
"PHP",2021,1,-6853,-11979
"PHP",2020,4,5126,11193
"PHP",2020,3,-6067,-10272
"PHP",2020,2,4205,5974
"PHP",2020,1,-1769,-7793
"PHP",2019,4,6024,9810
"PHP",2019,3,-3786,-3977
"PHP",2019,2,191,-979
"PHP",2019,1,1170,-1497
"PHP",2018,4,2667,5640
"PHP",2018,3,-2973,16809
"PHP",2018,2,-19782,1051
"PHP",2018,1,-20833,-18750
"PHP",2017,4,-2083,2501
"PHP",2017,3,-4584,4140
"PHP",2017,2,-8724,-19785
"PHP",2017,1,11061,4369
"PHP",2016,4,6692,17205
"PHP",2016,3,-10513,-7449
"PHP",2016,2,-3064,-13158
"PHP",2016,1,10094,-2727
"PHP",2015,4,12821,5704
"PHP",2015,3,7117,2217
"PHP",2015,2,4900,-13186
"PHP",2015,1,18086,14613
"PHP",2014,4,3473,-2827
"PHP",2014,3,6300,5719
"PHP",2014,2,581,-10315
"PHP",2014,1,10896,4134
"PHP",2013,4,6762,3711
"PHP",2013,3,3051,1157
"PHP",2013,2,1894,-4426
"PHP",2013,1,6320,6252
"PHP",2012,4,68,-2848
"PHP",2012,3,2916,5866
"PHP",2012,2,-2950,-17963
"PHP",2012,1,15013,13236
"PHP",2011,4,1777,0
"PHP",2011,3,0,0
"Python",2022,1,-129361,-93529
"Python",2021,4,-35832,-15352
"Python",2021,3,-20480,-13243
"Python",2021,2,-7237,-3978
"Python",2021,1,-3259,-2189
"Python",2020,4,-1070,17058
"Python",2020,3,-18128,-35617
"Python",2020,2,17489,19248
"Python",2020,1,-1759,-18902
"Python",2019,4,17143,28786
"Python",2019,3,-11643,-14287
"Python",2019,2,2644,-14935
"Python",2019,1,17579,21208
"Python",2018,4,-3629,-5653
"Python",2018,3,2024,36549
"Python",2018,2,-34525,-10804
"Python",2018,1,-23721,-14420
"Python",2017,4,-9301,-1329
"Python",2017,3,-7972,-19566
"Python",2017,2,11594,-23012
"Python",2017,1,34606,28809
"Python",2016,4,5797,7731
"Python",2016,3,-1934,-12299
"Python",2016,2,10365,-12369
"Python",2016,1,22734,12258
"Python",2015,4,10476,-9175
"Python",2015,3,19651,917
"Python",2015,2,18734,-8457
"Python",2015,1,27191,16632
"Python",2014,4,10559,2430
"Python",2014,3,8129,-570
"Python",2014,2,8699,-2475
"Python",2014,1,11174,1906
"Python",2013,4,9268,2529
"Python",2013,3,6739,-1818
"Python",2013,2,8557,745
"Python",2013,1,7812,3425
"Python",2012,4,4387,1755
"Python",2012,3,2632,3668
"Python",2012,2,-1036,-14608
"Python",2012,1,13572,11875
"Python",2011,4,1697,0
"Python",2011,3,0,0
"JavaScript",2022,1,-101316,-49272
"JavaScript",2021,4,-52044,-21117
"JavaScript",2021,3,-30927,-28331
"JavaScript",2021,2,-2596,2079
"JavaScript",2021,1,-4675,14856
"JavaScript",2020,4,-19531,-14419
"JavaScript",2020,3,-5112,-27695
"JavaScript",2020,2,22583,37225
"JavaScript",2020,1,-14642,-24190
"JavaScript",2019,4,9548,1735
"JavaScript",2019,3,7813,1725
"JavaScript",2019,2,6088,-3668
"JavaScript",2019,1,9756,15632
"JavaScript",2018,4,-5876,14652
"JavaScript",2018,3,-20528,42075
"JavaScript",2018,2,-62603,6175
"JavaScript",2018,1,-68778,-45917
"JavaScript",2017,4,-22861,8619
"JavaScript",2017,3,-31480,-22427
"JavaScript",2017,2,-9053,-25501
"JavaScript",2017,1,16448,6295
"JavaScript",2016,4,10153,12252
"JavaScript",2016,3,-2099,-20284
"JavaScript",2016,2,18185,-60429
"JavaScript",2016,1,78614,20356
"JavaScript",2015,4,58258,27905
"JavaScript",2015,3,30353,1919
"JavaScript",2015,2,28434,-7842
"JavaScript",2015,1,36276,22732
"JavaScript",2014,4,13544,-4170
"JavaScript",2014,3,17714,5349
"JavaScript",2014,2,12365,-8188
"JavaScript",2014,1,20553,7900
"JavaScript",2013,4,12653,4045
"JavaScript",2013,3,8608,3803
"JavaScript",2013,2,4805,-6671
"JavaScript",2013,1,11476,9390
"JavaScript",2012,4,2086,-1350
"JavaScript",2012,3,3436,1156
"JavaScript",2012,2,2280,-9291
"JavaScript",2012,1,11571,10121
"JavaScript",2011,4,1450,0
"JavaScript",2011,3,0,0
"Java",2022,1,-88076,-54411
"Java",2021,4,-33665,-23399
"Java",2021,3,-10266,-19692
"Java",2021,2,9426,27468
"Java",2021,1,-18042,-24236
"Java",2020,4,6194,14499
"Java",2020,3,-8305,-21512
"Java",2020,2,13207,-2564
"Java",2020,1,15771,7734
"Java",2019,4,8037,11440
"Java",2019,3,-3403,-7914
"Java",2019,2,4511,-9055
"Java",2019,1,13566,14686
"Java",2018,4,-1120,362
"Java",2018,3,-1482,21417
"Java",2018,2,-22899,3900
"Java",2018,1,-26799,-30121
"Java",2017,4,3322,20099
"Java",2017,3,-16777,-15372
"Java",2017,2,-1405,-13486
"Java",2017,1,12081,-1481
"Java",2016,4,13562,25613
"Java",2016,3,-12051,-17192
"Java",2016,2,5141,-12748
"Java",2016,1,17889,2070
"Java",2015,4,15819,9215
"Java",2015,3,6604,-13559
"Java",2015,2,20163,-1446
"Java",2015,1,21609,13378
"Java",2014,4,8231,2454
"Java",2014,3,5777,-2424
"Java",2014,2,8201,1824
"Java",2014,1,6377,-894
"Java",2013,4,7271,2782
"Java",2013,3,4489,3758
"Java",2013,2,731,-5224
"Java",2013,1,5955,3276
"Java",2012,4,2679,1577
"Java",2012,3,1102,1736
"Java",2012,2,-634,-7467
"Java",2012,1,6833,6065
"Java",2011,4,768,0
"Java",2011,3,0,0
"C++",2022,1,-48098,-34023
"C++",2021,4,-14075,-6649
"C++",2021,3,-7426,-3700
"C++",2021,2,-3726,1277
"C++",2021,1,-5003,-3907
"C++",2020,4,-1096,8334
"C++",2020,3,-9430,-16802
"C++",2020,2,7372,1147
"C++",2020,1,6225,5973
"C++",2019,4,252,2740
"C++",2019,3,-2488,-4007
"C++",2019,2,1519,-8968
"C++",2019,1,10487,14448
"C++",2018,4,-3961,-3337
"C++",2018,3,-624,9605
"C++",2018,2,-10229,-782
"C++",2018,1,-9447,-16227
"C++",2017,4,6780,6696
"C++",2017,3,84,-5020
"C++",2017,2,5104,-2971
"C++",2017,1,8075,4675
"C++",2016,4,3400,6457
"C++",2016,3,-3057,-5134
"C++",2016,2,2077,-8281
"C++",2016,1,10358,1066
"C++",2015,4,9292,6135
"C++",2015,3,3157,-2646
"C++",2015,2,5803,-1186
"C++",2015,1,6989,4189
"C++",2014,4,2800,-2055
"C++",2014,3,4855,1185
"C++",2014,2,3670,-1866
"C++",2014,1,5536,2240
"C++",2013,4,3296,1361
"C++",2013,3,1935,-768
"C++",2013,2,2703,1324
"C++",2013,1,1379,412
"C++",2012,4,967,496
"C++",2012,3,471,990
"C++",2012,2,-519,-4630
"C++",2012,1,4111,3461
"C++",2011,4,650,0
"C++",2011,3,0,0
"C",2022,1,-22640,-18904
"C",2021,4,-3736,316
"C",2021,3,-4052,-506
"C",2021,2,-3546,-4956
"C",2021,1,1410,-733
"C",2020,4,2143,8616
"C",2020,3,-6473,-9986
"C",2020,2,3513,1631
"C",2020,1,1882,2096
"C",2019,4,-214,504
"C",2019,3,-718,2082
"C",2019,2,-2800,-8304
"C",2019,1,5504,3416
"C",2018,4,2088,4709
"C",2018,3,-2621,1515
"C",2018,2,-4136,168
"C",2018,1,-4304,-5552
"C",2017,4,1248,1686
"C",2017,3,-438,711
"C",2017,2,-1149,-1568
"C",2017,1,419,-3764
"C",2016,4,4183,5662
"C",2016,3,-1479,-670
"C",2016,2,-809,-4836
"C",2016,1,4027,2042
"C",2015,4,1985,-2055
"C",2015,3,4040,824
"C",2015,2,3216,-1039
"C",2015,1,4255,1526
"C",2014,4,2729,835
"C",2014,3,1894,759
"C",2014,2,1135,-1924
"C",2014,1,3059,584
"C",2013,4,2475,1070
"C",2013,3,1405,1153
"C",2013,2,252,-1320
"C",2013,1,1572,872
"C",2012,4,700,-456
"C",2012,3,1156,796
"C",2012,2,360,-1634
"C",2012,1,1994,0
"C",2011,4,0,0
"Shell",2022,1,-15733,-11278
"Shell",2021,4,-4455,-366
"Shell",2021,3,-4089,-4852
"Shell",2021,2,763,-1101
"Shell",2021,1,1864,1257
"Shell",2020,4,607,4543
"Shell",2020,3,-3936,-7620
"Shell",2020,2,3684,3284
"Shell",2020,1,400,-599
"Shell",2019,4,999,2721
"Shell",2019,3,-1722,-1629
"Shell",2019,2,-93,-2054
"Shell",2019,1,1961,3811
"Shell",2018,4,-1850,-1910
"Shell",2018,3,60,6747
"Shell",2018,2,-6687,-5845
"Shell",2018,1,-842,4496
"Shell",2017,4,-5338,-5280
"Shell",2017,3,-58,1275
"Shell",2017,2,-1333,-4410
"Shell",2017,1,3077,-1088
"Shell",2016,4,4165,6445
"Shell",2016,3,-2280,-4095
"Shell",2016,2,1815,-707
"Shell",2016,1,2522,973
"Shell",2015,4,1549,-4801
"Shell",2015,3,6350,3140
"Shell",2015,2,3210,-510
"Shell",2015,1,3720,2458
"Shell",2014,4,1262,-1291
"Shell",2014,3,2553,1503
"Shell",2014,2,1050,657
"Shell",2014,1,393,-2353
"Shell",2013,4,2746,1753
"Shell",2013,3,993,1050
"Shell",2013,2,-57,-968
"Shell",2013,1,911,1051
"Shell",2012,4,-140,-875
"Shell",2012,3,735,1093
"Shell",2012,2,-358,-1637
"Shell",2012,1,1279,0
"Shell",2011,4,0,0
"C#",2022,1,-24239,-16311
"C#",2021,4,-7928,-4481
"C#",2021,3,-3447,-1081
"C#",2021,2,-2366,-680
"C#",2021,1,-1686,24
"C#",2020,4,-1710,2043
"C#",2020,3,-3753,-6956
"C#",2020,2,3203,2130
"C#",2020,1,1073,-2755
"C#",2019,4,3828,8281
"C#",2019,3,-4453,-6763
"C#",2019,2,2310,-2656
"C#",2019,1,4966,4657
"C#",2018,4,309,-138
"C#",2018,3,447,8738
"C#",2018,2,-8291,-192
"C#",2018,1,-8099,-6317
"C#",2017,4,-1782,9
"C#",2017,3,-1791,-1314
"C#",2017,2,-477,-8869
"C#",2017,1,8392,5896
"C#",2016,4,2496,2480
"C#",2016,3,16,-2576
"C#",2016,2,2592,1044
"C#",2016,1,1548,-4267
"C#",2015,4,5815,784
"C#",2015,3,5031,-189
"C#",2015,2,5220,-3544
"C#",2015,1,8764,6436
"C#",2014,4,2328,1006
"C#",2014,3,1322,-1272
"C#",2014,2,2594,2100
"C#",2014,1,494,-1893
"C#",2013,4,2387,1810
"C#",2013,3,577,-255
"C#",2013,2,832,-454
"C#",2013,1,1286,794
"C#",2012,4,492,438
"C#",2012,3,54,-228
"C#",2012,2,282,-978
"C#",2012,1,1260,0
"C#",2011,4,0,0
"Objective-C",2021,4,-1153,-959
"Objective-C",2021,3,-194,472
"Objective-C",2021,2,-666,-16
"Objective-C",2021,1,-650,-428
"Objective-C",2020,4,-222,156
"Objective-C",2020,3,-378,-413
"Objective-C",2020,2,35,396
"Objective-C",2020,1,-361,-146
"Objective-C",2019,4,-215,-200
"Objective-C",2019,3,-15,-476
"Objective-C",2019,2,461,19
"Objective-C",2019,1,442,1552
"Objective-C",2018,4,-1110,-869
"Objective-C",2018,3,-241,585
"Objective-C",2018,2,-826,1709
"Objective-C",2018,1,-2535,-1850
"Objective-C",2017,4,-685,533
"Objective-C",2017,3,-1218,-748
"Objective-C",2017,2,-470,21
"Objective-C",2017,1,-491,-510
"Objective-C",2016,4,19,1248
"Objective-C",2016,3,-1229,2981
"Objective-C",2016,2,-4210,-6648
"Objective-C",2016,1,2438,1772
"Objective-C",2015,4,666,-1032
"Objective-C",2015,3,1698,50
"Objective-C",2015,2,1648,-1215
"Objective-C",2015,1,2863,2895
"Objective-C",2014,4,-32,-18
"Objective-C",2014,3,-14,-369
"Objective-C",2014,2,355,-1549
"Objective-C",2014,1,1904,789
"Objective-C",2013,4,1115,265
"Objective-C",2013,3,850,247
"Objective-C",2013,2,603,-806
"Objective-C",2013,1,1409,1081
"Objective-C",2012,4,328,22
"Objective-C",2012,3,306,-268
"Objective-C",2012,2,574,-145
"Objective-C",2012,1,719,0
"Objective-C",2011,4,0,0
"Scala",2022,1,-14773,-13381
"Scala",2021,4,-1392,7184
"Scala",2021,3,-8576,-13040
"Scala",2021,2,4464,5312
"Scala",2021,1,-848,-6041
"Scala",2020,4,5193,8732
"Scala",2020,3,-3539,-2157
"Scala",2020,2,-1382,-2879
"Scala",2020,1,1497,1048
"Scala",2019,4,449,-2719
"Scala",2019,3,3168,2444
"Scala",2019,2,724,-1020
"Scala",2019,1,1744,2488
"Scala",2018,4,-744,-640
"Scala",2018,3,-104,3600
"Scala",2018,2,-3704,-2367
"Scala",2018,1,-1337,1583
"Scala",2017,4,-2920,-1399
"Scala",2017,3,-1521,-900
"Scala",2017,2,-621,-2703
"Scala",2017,1,2082,978
"Scala",2016,4,1104,1690
"Scala",2016,3,-586,-2103
"Scala",2016,2,1517,-2454
"Scala",2016,1,3971,3854
"Scala",2015,4,117,-156
"Scala",2015,3,273,-2045
"Scala",2015,2,2318,-367
"Scala",2015,1,2685,2744
"Scala",2014,4,-59,-2338
"Scala",2014,3,2279,224
"Scala",2014,2,2055,29
"Scala",2014,1,2026,1378
"Scala",2013,4,648,-497
"Scala",2013,3,1145,1192
"Scala",2013,2,-47,-779
"Scala",2013,1,732,1165
"Scala",2012,4,-433,-1042
"Scala",2012,3,609,-44
"Scala",2012,2,653,-390
"Scala",2012,1,1043,0
"Scala",2011,4,0,0
"Erlang",2021,4,-215,-209
"Erlang",2021,3,-6,220
"Erlang",2021,2,-226,-466
"Erlang",2021,1,240,-51
"Erlang",2020,4,291,319
"Erlang",2020,3,-28,-33
"Erlang",2020,2,5,60
"Erlang",2020,1,-55,-188
"Erlang",2019,4,133,317
"Erlang",2019,3,-184,-188
"Erlang",2019,2,4,491
"Erlang",2019,1,-487,4
"Erlang",2018,4,-491,-390
"Erlang",2018,3,-101,-40
"Erlang",2018,2,-61,313
"Erlang",2018,1,-374,-596
"Erlang",2017,4,222,331
"Erlang",2017,3,-109,408
"Erlang",2017,2,-517,-561
"Erlang",2017,1,44,-168
"Erlang",2016,4,212,695
"Erlang",2016,3,-483,-580
"Erlang",2016,2,97,87
"Erlang",2016,1,10,273
"Erlang",2015,4,-263,-713
"Erlang",2015,3,450,-194
"Erlang",2015,2,644,126
"Erlang",2015,1,518,238
"Erlang",2014,4,280,437
"Erlang",2014,3,-157,-209
"Erlang",2014,2,52,-110
"Erlang",2014,1,162,-468
"Erlang",2013,4,630,603
"Erlang",2013,3,27,-102
"Erlang",2013,2,129,-33
"Erlang",2013,1,162,7
"Erlang",2012,4,155,167
"Erlang",2012,3,-12,-239
"Erlang",2012,2,227,-53
"Erlang",2012,1,280,0
"Erlang",2011,4,0,0
"HTML",2022,1,-17082,-10757
"HTML",2021,4,-6325,-3686
"HTML",2021,3,-2639,-2952
"HTML",2021,2,313,1791
"HTML",2021,1,-1478,-1845
"HTML",2020,4,367,2970
"HTML",2020,3,-2603,-3014
"HTML",2020,2,411,3291
"HTML",2020,1,-2880,-9002
"HTML",2019,4,6122,9113
"HTML",2019,3,-2991,-1460
"HTML",2019,2,-1531,-1509
"HTML",2019,1,-22,-1903
"HTML",2018,4,1881,4540
"HTML",2018,3,-2659,3390
"HTML",2018,2,-6049,19261
"HTML",2018,1,-25310,-31464
"HTML",2017,4,6154,14611
"HTML",2017,3,-8457,-8829
"HTML",2017,2,372,-2142
"HTML",2017,1,2514,-6839
"HTML",2016,4,9353,17682
"HTML",2016,3,-8329,-6253
"HTML",2016,2,-2076,-9968
"HTML",2016,1,7892,-1875
"HTML",2015,4,9767,-2170
"HTML",2015,3,11937,6188
"HTML",2015,2,5749,-4212
"HTML",2015,1,9961,8945
"HTML",2014,4,1016,-2579
"HTML",2014,3,3595,-391
"HTML",2014,2,3986,2189
"HTML",2014,1,1797,-1126
"HTML",2013,4,2923,2365
"HTML",2013,3,558,-520
"HTML",2013,2,1078,49
"HTML",2013,1,1029,641
"HTML",2012,4,388,83
"HTML",2012,3,305,-449
"HTML",2012,2,754,560
"HTML",2012,1,194,0
"HTML",2011,4,0,0
"Haskell",2021,4,-64,137
"Haskell",2021,3,-201,-198
"Haskell",2021,2,-3,169
"Haskell",2021,1,-172,-113
"Haskell",2020,4,-59,142
"Haskell",2020,3,-201,-265
"Haskell",2020,2,64,-114
"Haskell",2020,1,178,272
"Haskell",2019,4,-94,-62
"Haskell",2019,3,-32,-131
"Haskell",2019,2,99,458
"Haskell",2019,1,-359,314
"Haskell",2018,4,-673,-393
"Haskell",2018,3,-280,389
"Haskell",2018,2,-669,-195
"Haskell",2018,1,-474,466
"Haskell",2017,4,-940,-1745
"Haskell",2017,3,805,453
"Haskell",2017,2,352,-348
"Haskell",2017,1,700,1004
"Haskell",2016,4,-304,-403
"Haskell",2016,3,99,-133
"Haskell",2016,2,232,386
"Haskell",2016,1,-154,112
"Haskell",2015,4,-266,-388
"Haskell",2015,3,122,-281
"Haskell",2015,2,403,-196
"Haskell",2015,1,599,477
"Haskell",2014,4,122,-661
"Haskell",2014,3,783,433
"Haskell",2014,2,350,-72
"Haskell",2014,1,422,336
"Haskell",2013,4,86,-31
"Haskell",2013,3,117,163
"Haskell",2013,2,-46,-153
"Haskell",2013,1,107,-14
"Haskell",2012,4,121,93
"Haskell",2012,3,28,-148
"Haskell",2012,2,176,-92
"Haskell",2012,1,268,0
"Haskell",2011,4,0,0
"Groovy",2021,4,-578,-577
"Groovy",2021,3,-1,769
"Groovy",2021,2,-770,-338
"Groovy",2021,1,-432,316
"Groovy",2020,4,-748,-946
"Groovy",2020,3,198,295
"Groovy",2020,2,-97,-768
"Groovy",2020,1,671,797
"Groovy",2019,4,-126,25
"Groovy",2019,3,-151,-237
"Groovy",2019,2,86,34
"Groovy",2019,1,52,409
"Groovy",2018,4,-357,-296
"Groovy",2018,3,-61,539
"Groovy",2018,2,-600,268
"Groovy",2018,1,-868,-1448
"Groovy",2017,4,580,281
"Groovy",2017,3,299,287
"Groovy",2017,2,12,-1138
"Groovy",2017,1,1150,1108
"Groovy",2016,4,42,749
"Groovy",2016,3,-707,-1442
"Groovy",2016,2,735,-364
"Groovy",2016,1,1099,820
"Groovy",2015,4,279,240
"Groovy",2015,3,39,-423
"Groovy",2015,2,462,-227
"Groovy",2015,1,689,828
"Groovy",2014,4,-139,-370
"Groovy",2014,3,231,248
"Groovy",2014,2,-17,-476
"Groovy",2014,1,459,133
"Groovy",2013,4,326,49
"Groovy",2013,3,277,242
"Groovy",2013,2,35,-74
"Groovy",2013,1,109,103
"Groovy",2012,4,6,-152
"Groovy",2012,3,158,1676
"Groovy",2012,2,-1518,0
"Groovy",2012,1,0,0
"TypeScript",2022,1,-60503,-26027
"TypeScript",2021,4,-34476,-29697
"TypeScript",2021,3,-4779,-12771
"TypeScript",2021,2,7992,10254
"TypeScript",2021,1,-2262,5445
"TypeScript",2020,4,-7707,-3723
"TypeScript",2020,3,-3984,-13140
"TypeScript",2020,2,9156,2428
"TypeScript",2020,1,6728,-117
"TypeScript",2019,4,6845,7296
"TypeScript",2019,3,-451,-3630
"TypeScript",2019,2,3179,-6811
"TypeScript",2019,1,9990,8401
"TypeScript",2018,4,1589,2234
"TypeScript",2018,3,-645,14141
"TypeScript",2018,2,-14786,-9002
"TypeScript",2018,1,-5784,-13766
"TypeScript",2017,4,7982,7478
"TypeScript",2017,3,504,-6282
"TypeScript",2017,2,6786,-8378
"TypeScript",2017,1,15164,5493
"TypeScript",2016,4,9671,2053
"TypeScript",2016,3,7618,-2842
"TypeScript",2016,2,10460,1998
"TypeScript",2016,1,8462,3017
"TypeScript",2015,4,5445,1711
"TypeScript",2015,3,3734,-1214
"TypeScript",2015,2,4948,2295
"TypeScript",2015,1,2653,1008
"TypeScript",2014,4,1645,910
"TypeScript",2014,3,735,-820
"TypeScript",2014,2,1555,988
"TypeScript",2014,1,567,233
"TypeScript",2013,4,334,-93
"TypeScript",2013,3,427,-376
"TypeScript",2013,2,803,344
"TypeScript",2013,1,459,178
"TypeScript",2012,4,281,263
"TypeScript",2012,3,18,480
"TypeScript",2012,2,-462,0
"TypeScript",2012,1,0,0
"CoffeeScript",2021,4,-689,-549
"CoffeeScript",2021,3,-140,138
"CoffeeScript",2021,2,-278,-370
"CoffeeScript",2021,1,92,39
"CoffeeScript",2020,4,53,-121
"CoffeeScript",2020,3,174,502
"CoffeeScript",2020,2,-328,-485
"CoffeeScript",2020,1,157,322
"CoffeeScript",2019,4,-165,-409
"CoffeeScript",2019,3,244,190
"CoffeeScript",2019,2,54,407
"CoffeeScript",2019,1,-353,172
"CoffeeScript",2018,4,-525,-942
"CoffeeScript",2018,3,417,1067
"CoffeeScript",2018,2,-650,321
"CoffeeScript",2018,1,-971,-793
"CoffeeScript",2017,4,-178,1201
"CoffeeScript",2017,3,-1379,88
"CoffeeScript",2017,2,-1467,-630
"CoffeeScript",2017,1,-837,-1635
"CoffeeScript",2016,4,798,2484
"CoffeeScript",2016,3,-1686,-601
"CoffeeScript",2016,2,-1085,-1588
"CoffeeScript",2016,1,503,286
"CoffeeScript",2015,4,217,-325
"CoffeeScript",2015,3,542,-727
"CoffeeScript",2015,2,1269,164
"CoffeeScript",2015,1,1105,1520
"CoffeeScript",2014,4,-415,-735
"CoffeeScript",2014,3,320,-908
"CoffeeScript",2014,2,1228,334
"CoffeeScript",2014,1,894,-772
"CoffeeScript",2013,4,1666,1297
"CoffeeScript",2013,3,369,316
"CoffeeScript",2013,2,53,-536
"CoffeeScript",2013,1,589,541
"CoffeeScript",2012,4,48,-259
"CoffeeScript",2012,3,307,37
"CoffeeScript",2012,2,270,0
"CoffeeScript",2012,1,0,0
"Go",2022,1,-58978,-34531
"Go",2021,4,-24447,-22871
"Go",2021,3,-1576,3203
"Go",2021,2,-4779,1879
"Go",2021,1,-6658,3138
"Go",2020,4,-9796,-4667
"Go",2020,3,-5129,-12317
"Go",2020,2,7188,-2563
"Go",2020,1,9751,10031
"Go",2019,4,-280,-2710
"Go",2019,3,2430,988
"Go",2019,2,1442,-9891
"Go",2019,1,11333,13426
"Go",2018,4,-2093,-4741
"Go",2018,3,2648,18018
"Go",2018,2,-15370,-10319
"Go",2018,1,-5051,-84
"Go",2017,4,-4967,-10352
"Go",2017,3,5385,-487
"Go",2017,2,5872,-3446
"Go",2017,1,9318,2749
"Go",2016,4,6569,3908
"Go",2016,3,2661,274
"Go",2016,2,2387,-10440
"Go",2016,1,12827,4860
"Go",2015,4,7967,-1930
"Go",2015,3,9897,-1339
"Go",2015,2,11236,1212
"Go",2015,1,10024,6539
"Go",2014,4,3485,-3409
"Go",2014,3,6894,3551
"Go",2014,2,3343,1720
"Go",2014,1,1623,157
"Go",2013,4,1466,200
"Go",2013,3,1266,289
"Go",2013,2,977,494
"Go",2013,1,483,168
"Go",2012,4,315,85
"Go",2012,3,230,215
"Go",2012,2,15,0
"Go",2012,1,0,0
"Lua",2021,4,3,670
"Lua",2021,3,-667,-340
"Lua",2021,2,-327,-149
"Lua",2021,1,-178,-413
"Lua",2020,4,235,553
"Lua",2020,3,-318,-588
"Lua",2020,2,270,134
"Lua",2020,1,136,439
"Lua",2019,4,-303,-377
"Lua",2019,3,74,608
"Lua",2019,2,-534,-706
"Lua",2019,1,172,521
"Lua",2018,4,-349,-259
"Lua",2018,3,-90,424
"Lua",2018,2,-514,817
"Lua",2018,1,-1331,-749
"Lua",2017,4,-582,405
"Lua",2017,3,-987,1231
"Lua",2017,2,-2218,-4541
"Lua",2017,1,2323,982
"Lua",2016,4,1341,1412
"Lua",2016,3,-71,95
"Lua",2016,2,-166,-1144
"Lua",2016,1,978,528
"Lua",2015,4,450,507
"Lua",2015,3,-57,-649
"Lua",2015,2,592,-240
"Lua",2015,1,832,726
"Lua",2014,4,106,-390
"Lua",2014,3,496,418
"Lua",2014,2,78,-895
"Lua",2014,1,973,902
"Lua",2013,4,71,-133
"Lua",2013,3,204,-188
"Lua",2013,2,392,558
"Lua",2013,1,-166,-304
"Lua",2012,4,138,41
"Lua",2012,3,97,52
"Lua",2012,2,45,0
"Lua",2012,1,0,0
"Perl",2021,4,-733,-1066
"Perl",2021,3,333,610
"Perl",2021,2,-277,8
"Perl",2021,1,-285,-450
"Perl",2020,4,165,688
"Perl",2020,3,-523,-556
"Perl",2020,2,33,128
"Perl",2020,1,-95,-333
"Perl",2019,4,238,32
"Perl",2019,3,206,423
"Perl",2019,2,-217,-7
"Perl",2019,1,-210,-418
"Perl",2018,4,208,84
"Perl",2018,3,124,601
"Perl",2018,2,-477,299
"Perl",2018,1,-776,-834
"Perl",2017,4,58,146
"Perl",2017,3,-88,709
"Perl",2017,2,-797,-1269
"Perl",2017,1,472,-30
"Perl",2016,4,502,889
"Perl",2016,3,-387,80
"Perl",2016,2,-467,-1114
"Perl",2016,1,647,292
"Perl",2015,4,355,471
"Perl",2015,3,-116,34
"Perl",2015,2,-150,-843
"Perl",2015,1,693,444
"Perl",2014,4,249,-175
"Perl",2014,3,424,192
"Perl",2014,2,232,-467
"Perl",2014,1,699,1032
"Perl",2013,4,-333,132
"Perl",2013,3,-465,-1647
"Perl",2013,2,1182,1002
"Perl",2013,1,180,-152
"Perl",2012,4,332,223
"Perl",2012,3,109,-251
"Perl",2012,2,360,0
"Perl",2012,1,0,0
"ColdFusion",2019,3,47,4
"ColdFusion",2019,2,43,101
"ColdFusion",2018,2,-58,-22
"ColdFusion",2018,1,-36,-130
"ColdFusion",2017,4,94,116
"ColdFusion",2017,3,-22,21
"ColdFusion",2017,2,-43,10
"ColdFusion",2017,1,-53,-89
"ColdFusion",2016,4,36,147
"ColdFusion",2016,3,-111,-16
"ColdFusion",2016,2,-95,-234
"ColdFusion",2016,1,139,123
"ColdFusion",2015,4,16,-91
"ColdFusion",2015,3,107,288
"ColdFusion",2015,2,-181,-264
"ColdFusion",2015,1,83,75
"ColdFusion",2014,4,8,-13
"ColdFusion",2014,3,21,-51
"ColdFusion",2014,2,72,208
"ColdFusion",2014,1,-136,-239
"ColdFusion",2013,4,103,61
